Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[287]    0.0    0.00    0.00     191         tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>::finalize(tbb::detail::d1::execution_data const&) [287]
                0.00    0.00     257/257         tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>::~start_for() [275]
                0.00    0.00     230/235         void tbb::detail::d1::fold_tree<tbb::detail::d1::tree_node>(tbb::detail::d1::node*, tbb::detail::d1::execution_data const&) [279]
                0.00    0.00     170/170         void tbb::detail::d1::small_object_allocator::deallocate<tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const> >(tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>*, tbb::detail::d1::execution_data const&) [292]
-----------------------------------------------
                0.00    0.00       6/189         tbb::detail::d1::wait_node::wait_node() [476]
                0.00    0.00     183/189         tbb::detail::d1::tree_node::tree_node(tbb::detail::d1::node*, int, tbb::detail::d1::small_object_allocator&) [324]
[288]    0.0    0.00    0.00     189         tbb::detail::d1::node::node(tbb::detail::d1::node*, int) [288]
                0.00    0.00     235/235         std::atomic<int>::atomic(int) [280]
-----------------------------------------------
                0.00    0.00       8/183         tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false> >(__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>::execute(tbb::detail::d1::execution_data&) [79]
                0.00    0.00     175/183         tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>::execute(tbb::detail::d1::execution_data&) [13]
[289]    0.0    0.00    0.00     183         tbb::detail::d1::is_same_affinity(tbb::detail::d1::execution_data const&) [289]
                0.00    0.00     228/228         tbb::detail::d1::affinity_slot(tbb::detail::d1::execution_data const&) [282]
                0.00    0.00      13/231         tbb::detail::d1::execution_slot(tbb::detail::d1::execution_data const&) [281]
-----------------------------------------------
                0.00    0.00      10/182         tbb::detail::d1::range_vector<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, (unsigned char)8>::range_vector(tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&) [419]
                0.00    0.00      22/182         tbb::detail::d1::range_vector<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, (unsigned char)8>::pop_back() [412]
                0.00    0.00      70/182         tbb::detail::d1::range_vector<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, (unsigned char)8>::split_to_fill(unsigned char) [393]
                0.00    0.00      80/182         tbb::detail::d1::range_vector<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, (unsigned char)8>::back() [333]
[290]    0.0    0.00    0.00     182         tbb::detail::d0::aligned_space<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, 8ul>::begin() const [290]
                0.00    0.00     180/180         tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >* tbb::detail::d0::punned_cast<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >*, unsigned char const [192]>(unsigned char const (*) [192]) [291]
-----------------------------------------------
                0.00    0.00     180/180         tbb::detail::d0::aligned_space<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, 8ul>::begin() const [290]
[291]    0.0    0.00    0.00     180         tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >* tbb::detail::d0::punned_cast<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >*, unsigned char const [192]>(unsigned char const (*) [192]) [291]
-----------------------------------------------
                0.00    0.00     170/170         tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>::finalize(tbb::detail::d1::execution_data const&) [287]
[292]    0.0    0.00    0.00     170         void tbb::detail::d1::small_object_allocator::deallocate<tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const> >(tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>*, tbb::detail::d1::execution_data const&) [292]
                0.00    0.00     243/1525        tbb::detail::d1::call_itt_task_notify(tbb::detail::d1::notify_type, void*) [158]
-----------------------------------------------
                0.00    0.00       1/160         camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const [67]
                0.00    0.00     159/160         camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}::operator()(int) const [1]
[293]    0.0    0.00    0.00     160         std::mutex::lock() [293]
                0.00    0.00     236/236         __gthread_mutex_lock(pthread_mutex_t*) [278]
-----------------------------------------------
                0.00    0.00     156/156         camera::initialize() [86]
[294]    0.0    0.00    0.00     156         std::vector<int, std::allocator<int> >::operator[](unsigned long) [294]
-----------------------------------------------
                0.00    0.00     141/141         std::_Sp_counted_ptr_inplace<dielectric, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [297]
[295]    0.0    0.00    0.00     141         __gnu_cxx::__aligned_buffer<dielectric>::_M_ptr() [295]
                0.00    0.00     141/141         __gnu_cxx::__aligned_buffer<dielectric>::_M_addr() [296]
-----------------------------------------------
                0.00    0.00     141/141         __gnu_cxx::__aligned_buffer<dielectric>::_M_ptr() [295]
[296]    0.0    0.00    0.00     141         __gnu_cxx::__aligned_buffer<dielectric>::_M_addr() [296]
-----------------------------------------------
                0.00    0.00      47/141         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<dielectric, std::allocator<void>, double>(dielectric*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, double&&) [369]
                0.00    0.00      47/141         std::_Sp_counted_ptr_inplace<dielectric, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<double>(std::allocator<void>, double&&) [377]
                0.00    0.00      47/141         std::_Sp_counted_ptr_inplace<dielectric, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [375]
[297]    0.0    0.00    0.00     141         std::_Sp_counted_ptr_inplace<dielectric, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [297]
                0.00    0.00     141/141         __gnu_cxx::__aligned_buffer<dielectric>::_M_ptr() [295]
-----------------------------------------------
                0.00    0.00     137/137         tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>* tbb::detail::d1::small_object_allocator::new_object<tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>, tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>&, tbb::detail::d0::split&, tbb::detail::d1::small_object_allocator&>(tbb::detail::d1::execution_data&, tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>&, tbb::detail::d0::split&, tbb::detail::d1::small_object_allocator&) [268]
[298]    0.0    0.00    0.00     137         tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>::start_for(tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>&, tbb::detail::d0::split&, tbb::detail::d1::small_object_allocator&) [298]
                0.00    0.00     312/326         tbb::detail::d1::auto_partition_type::auto_partition_type(tbb::detail::d1::auto_partition_type&, tbb::detail::d0::split) [256]
                0.00    0.00     294/320         tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::blocked_range(tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&, tbb::detail::d0::split) [257]
                0.00    0.00     291/293         __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>::__parallel_for_body(__pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}> const&) [265]
                0.00    0.00     198/217         tbb::detail::d1::task::task() [285]
                0.00    0.00     190/206         decltype (range_split_object_provider<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > >::get({parm#1})) tbb::detail::d0::get_range_split_object<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, tbb::detail::d0::split>(tbb::detail::d0::split&) [286]
-----------------------------------------------
                0.00    0.00       1/131         void std::_Construct<metal, vec3, double>(metal*, vec3&&, double&&) [636]
                0.00    0.00     130/131         void std::_Construct<metal, vec3&, double&>(metal*, vec3&, double&) [322]
[299]    0.0    0.00    0.00     131         metal::metal(vec3 const&, double) [299]
                0.00    0.00     131/882         material::material() [175]
-----------------------------------------------
                0.00    0.00     131/131         void std::_Destroy<metal>(metal*) [314]
[300]    0.0    0.00    0.00     131         metal::~metal() [300]
                0.00    0.00     131/882         material::~material() [176]
-----------------------------------------------
                0.00    0.00     131/131         main [43]
[301]    0.0    0.00    0.00     131         std::shared_ptr<metal>::~shared_ptr() [301]
                0.00    0.00     131/131         std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [303]
-----------------------------------------------
                0.00    0.00       1/131         std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, vec3, double>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&) [591]
                0.00    0.00     130/131         std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, vec3&, double&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&) [317]
[302]    0.0    0.00    0.00     131         std::enable_if<!__has_esft_base<metal>::value, void>::type std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>::_M_enable_shared_from_this_with<metal, metal>(metal*) [302]
-----------------------------------------------
                0.00    0.00     131/131         std::shared_ptr<metal>::~shared_ptr() [301]
[303]    0.0    0.00    0.00     131         std::__shared_ptr<metal, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [303]
                0.00    0.00     131/27846       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() <cycle 1> [105]
-----------------------------------------------
                0.00    0.00       1/131         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<metal, std::allocator<void>, vec3, double>(metal*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&) [598]
